[INFO]: AT32F421 WK Demo Start
[INFO]: ADC_IIN_RANK_IDX 3088
[
[       0,    3090,    3088,       0]
[       1,    3094,    3088,       1]
[       2,    3089,    3088,       2]
[       3,    3097,    3088,       3]
[       4,    3089,    3088,       4]
[       5,    3089,    3088,       5]
[       6,    3089,    3088,       6]
[       7,    3094,    3088,       7]
[       8,    3086,    3088,       8]
[       9,    3090,    3088,       9]
[      10,    3091,    3088,      10]
[      11,    3097,    3088,      11]
[      12,    3096,    3088,      12]
[      13,    3085,    3088,      13]
[      14,    3092,    3088,      14]
[      15,    3089,    3088,      15]
[      16,    3086,    3088,      16]
[      17,    3090,    3088,      17]
[      18,    3089,    3088,      18]
[      19,    3091,    3088,      19]
[      20,    3089,    3088,      20]
[      21,    3091,    3088,      21]
[      22,    3088,    3088,      22]
[      23,    3095,    3088,      23]
[      24,    3089,    3088,      24]
[      25,    3090,    3088,      25]
[      26,    3081,    3088,      26]
[      27,    3093,    3088,      27]
[      28,    3091,    3088,      28]
[      29,    3088,    3088,      29]
[      30,    3092,    3088,      30]
[      31,    3093,    3088,      31]
[      32,    3101,    3088,      32]
[      33,    3103,    3088,      33]
[      34,    3102,    3088,      34]
[      35,    3112,    3088,      35]
[      36,    3120,    3088,      36]
[      37,    3122,    3088,      37]
[      38,    3114,    3088,      38]
[      39,    3122,    3088,      39]
[      40,    3121,    3088,      40]
[      41,    3130,    3088,      41]
[      42,    3125,    3088,      42]
[      43,    3125,    3088,      43]
[      44,    3135,    3088,      44]
[      45,    3138,    3088,      45]
[      46,    3136,    3088,      46]
[      47,    3129,    3088,      47]
[      48,    3138,    3088,      48]
[      49,    3143,    3088,      49]
[      50,    3151,    3088,      50]
[      51,    3143,    3088,      51]
[      52,    3148,    3088,      52]
[      53,    3156,    3088,      53]
[      54,    3158,    3088,      54]
[      55,    3158,    3088,      55]
[      56,    3161,    3088,      56]
[      57,    3154,    3088,      57]
[      58,    3155,    3088,      58]
[      59,    3152,    3088,      59]
[      60,    3177,    3088,      60]
[      61,    3167,    3088,      61]
[      62,    3163,    3088,      62]
[      63,    3167,    3088,      63]
[      64,    3168,    3088,      64]
[      65,    3186,    3088,      65]
[      66,    3177,    3088,      66]
[      67,    3177,    3088,      67]
[      68,    3186,    3088,      68]
[      69,    3182,    3088,      69]
[      70,    3195,    3088,      70]
[      71,    3184,    3088,      71]
[      72,    3200,    3088,      72]
[      73,    3189,    3088,      73]
[      74,    3199,    3088,      74]
[      75,    3192,    3088,      75]
[      76,    3205,    3088,      76]
[      77,    3196,    3088,      77]
[      78,    3204,    3088,      78]
[      79,    3214,    3088,      79]
[      80,    3217,    3088,      80]
[      81,    3215,    3088,      81]
[      82,    3208,    3088,      82]
[      83,    3223,    3088,      83]
[      84,    3230,    3088,      84]
[      85,    3218,    3088,      85]
[      86,    3221,    3088,      86]
[      87,    3224,    3088,      87]
[      88,    3222,    3088,      88]
[      89,    3218,    3088,      89]
[      90,    3224,    3088,      90]
[      91,    3235,    3088,      91]
[      92,    3243,    3088,      92]
[      93,    3229,    3088,      93]
[      94,    3223,    3088,      94]
[      95,    3239,    3088,      95]
[      96,    3246,    3088,      96]
[      97,    3254,    3088,      97]
[      98,    3251,    3088,      98]
[      99,    3253,    3088,      99]
[     100,    3263,    3088,     100]
[     101,    3253,    3088,     101]
[     102,    3270,    3088,     102]
[     103,    3259,    3088,     103]
[     104,    3263,    3088,     104]
[     105,    3262,    3088,     105]
[     106,    3270,    3088,     106]
[     107,    3264,    3088,     107]
[     108,    3271,    3088,     108]
[     109,    3272,    3088,     109]
[     110,    3287,    3088,     110]
[     111,    3281,    3088,     111]
[     112,    3280,    3088,     112]
[     113,    3278,    3088,     113]
[     114,    3280,    3088,     114]
[     115,    3281,    3088,     115]
[     116,    3290,    3088,     116]
[     117,    3285,    3088,     117]
[     118,    3295,    3088,     118]
[     119,    3283,    3088,     119]
[     120,    3301,    3088,     120]
[     121,    3291,    3088,     121]
[     122,    3290,    3088,     122]
[     123,    3299,    3088,     123]
[     124,    3303,    3088,     124]
[     125,    3298,    3088,     125]
[     126,    3287,    3088,     126]
[     127,    3308,    3088,     127]
[     128,    3308,    3088,     128]
[     129,    3309,    3088,     129]
[     130,    3316,    3088,     130]
[     131,    3301,    3088,     131]
[     132,    3318,    3088,     132]
[     133,    3312,    3088,     133]
[     134,    3314,    3088,     134]
[     135,    3319,    3088,     135]
[     136,    3327,    3088,     136]
[     137,    3321,    3088,     137]
[     138,    3316,    3088,     138]
[     139,    3332,    3088,     139]
[     140,    3309,    3088,     140]
