[INFO]: AT32F421 WK Demo Start
[INFO]: ADC_IIN_RANK_IDX 3092

data = 
[
[       0,    3098,    3092,       0]
[       1,    3093,    3092,       1]
[       2,    3095,    3092,       2]
[       3,    3091,    3092,       3]
[       4,    3094,    3092,       4]
[       5,    3087,    3092,       5]
[       6,    3093,    3092,       6]
[       7,    3088,    3092,       7]
[       8,    3100,    3092,       8]
[       9,    3093,    3092,       9]
[      10,    3093,    3092,      10]
[      11,    3094,    3092,      11]
[      12,    3091,    3092,      12]
[      13,    3095,    3092,      13]
[      14,    3094,    3092,      14]
[      15,    3094,    3092,      15]
[      16,    3087,    3092,      16]
[      17,    3089,    3092,      17]
[      18,    3086,    3092,      18]
[      19,    3098,    3092,      19]
[      20,    3094,    3092,      20]
[      21,    3091,    3092,      21]
[      22,    3096,    3092,      22]
[      23,    3087,    3092,      23]
[      24,    3090,    3092,      24]
[      25,    3094,    3092,      25]
[      26,    3090,    3092,      26]
[      27,    3086,    3092,      27]
[      28,    3099,    3092,      28]
[      29,    3094,    3092,      29]
[      30,    3102,    3092,      30]
[      31,    3097,    3092,      31]
[      32,    3098,    3092,      32]
[      33,    3104,    3092,      33]
[      34,    3105,    3092,      34]
[      35,    3108,    3092,      35]
[      36,    3109,    3092,      36]
[      37,    3116,    3092,      37]
[      38,    3117,    3092,      38]
[      39,    3116,    3092,      39]
[      40,    3118,    3092,      40]
[      41,    3123,    3092,      41]
[      42,    3132,    3092,      42]
[      43,    3129,    3092,      43]
[      44,    3128,    3092,      44]
[      45,    3126,    3092,      45]
[      46,    3135,    3092,      46]
[      47,    3126,    3092,      47]
[      48,    3131,    3092,      48]
[      49,    3132,    3092,      49]
[      50,    3134,    3092,      50]
[      51,    3140,    3092,      51]
[      52,    3133,    3092,      52]
[      53,    3135,    3092,      53]
[      54,    3134,    3092,      54]
[      55,    3138,    3092,      55]
[      56,    3136,    3092,      56]
[      57,    3143,    3092,      57]
[      58,    3152,    3092,      58]
[      59,    3143,    3092,      59]
[      60,    3144,    3092,      60]
[      61,    3150,    3092,      61]
[      62,    3161,    3092,      62]
[      63,    3152,    3092,      63]
[      64,    3154,    3092,      64]
[      65,    3155,    3092,      65]
[      66,    3157,    3092,      66]
[      67,    3157,    3092,      67]
[      68,    3170,    3092,      68]
[      69,    3167,    3092,      69]
[      70,    3173,    3092,      70]
[      71,    3169,    3092,      71]
[      72,    3174,    3092,      72]
[      73,    3176,    3092,      73]
[      74,    3173,    3092,      74]
[      75,    3170,    3092,      75]
[      76,    3178,    3092,      76]
[      77,    3182,    3092,      77]
[      78,    3175,    3092,      78]
[      79,    3180,    3092,      79]
[      80,    3192,    3092,      80]
[      81,    3193,    3092,      81]
[      82,    3185,    3092,      82]
[      83,    3191,    3092,      83]
[      84,    3198,    3092,      84]
[      85,    3196,    3092,      85]
[      86,    3199,    3092,      86]
[      87,    3209,    3092,      87]
[      88,    3203,    3092,      88]
[      89,    3200,    3092,      89]
[      90,    3202,    3092,      90]
[      91,    3212,    3092,      91]
[      92,    3198,    3092,      92]
[      93,    3210,    3092,      93]
[      94,    3212,    3092,      94]
[      95,    3208,    3092,      95]
[      96,    3192,    3092,      96]
[      97,    3215,    3092,      97]
[      98,    3216,    3092,      98]
[      99,    3223,    3092,      99]
[     100,    3217,    3092,     100]
[     101,    3230,    3092,     101]
[     102,    3232,    3092,     102]
[     103,    3231,    3092,     103]
[     104,    3225,    3092,     104]
[     105,    3231,    3092,     105]
[     106,    3242,    3092,     106]
[     107,    3240,    3092,     107]
[     108,    3224,    3092,     108]
[     109,    3238,    3092,     109]
[     110,    3238,    3092,     110]
[     111,    3244,    3092,     111]
[     112,    3245,    3092,     112]
[     113,    3248,    3092,     113]
[     114,    3251,    3092,     114]
[     115,    3247,    3092,     115]
[     116,    3259,    3092,     116]
[     117,    3247,    3092,     117]
[     118,    3246,    3092,     118]
[     119,    3261,    3092,     119]
[     120,    3256,    3092,     120]
[     121,    3256,    3092,     121]
[     122,    3258,    3092,     122]
[     123,    3262,    3092,     123]
[     124,    3253,    3092,     124]
[     125,    3260,    3092,     125]
[     126,    3260,    3092,     126]
[     127,    3263,    3092,     127]
[     128,    3257,    3092,     128]
[     129,    3259,    3092,     129]
[     130,    3265,    3092,     130]
[     131,    3270,    3092,     131]
[     132,    3275,    3092,     132]
[     133,    3273,    3092,     133]
[     134,    3276,    3092,     134]
[     135,    3278,    3092,     135]
[     136,    3277,    3092,     136]
[     137,    3268,    3092,     137]
[     138,    3283,    3092,     138]
[     139,    3292,    3092,     139]
[     140,    3263,    3092,     140]
[     141,    3272,    3092,     141]
[     142,    3292,    3092,     142]
[     143,    3282,    3092,     143]
[     144,    3292,    3092,     144]
[     145,    3286,    3092,     145]
[     146,    3296,    3092,     146]
[     147,    3300,    3092,     147]
[     148,    3289,    3092,     148]
[     149,    3287,    3092,     149]
[     150,    3303,    3092,     150]
[     151,    3295,    3092,     151]
[     152,    3291,    3092,     152]
[     153,    3309,    3092,     153]
[     154,    3293,    3092,     154]
[     155,    3284,    3092,     155]
[     156,    3303,    3092,     156]
[     157,    3312,    3092,     157]
[     158,    3312,    3092,     158]
[     159,    3305,    3092,     159]
[     160,    3285,    3092,     160]
[     161,    3304,    3092,     161]
[     162,    3307,    3092,     162]
[     163,    3304,    3092,     163]
[     164,    3310,    3092,     164]
[     165,    3305,    3092,     165]
[     166,    3318,    3092,     166]
[     167,    3310,    3092,     167]
[     168,    3320,    3092,     168]
[     169,    3316,    3092,     169]
[     170,    3315,    3092,     170]
[     171,    3324,    3092,     171]
[     172,    3317,    3092,     172]
[     173,    3328,    3092,     173]
[     174,    3317,    3092,     174]
[     175,    3329,    3092,     175]
[     176,    3317,    3092,     176]
[     177,    3332,    3092,     177]
[     178,    3336,    3092,     178]
[     179,    3325,    3092,     179]
[     180,    3332,    3092,     180]
[     181,    3338,    3092,     181]
[     182,    3335,    3092,     182]
[     183,    3326,    3092,     183]
[     184,    3338,    3092,     184]
[     185,    3335,    3092,     185]
[     186,    3342,    3092,     186]
[     187,    3320,    3092,     187]
[     188,    3343,    3092,     188]
[     189,    3338,    3092,     189]
[     190,    3342,    3092,     190]
[     191,    3340,    3092,     191]
[     192,    3336,    3092,     192]
[     193,    3336,    3092,     193]
[     194,    3348,    3092,     194]
[     195,    3343,    3092,     195]
[     196,    3342,    3092,     196]
[     197,    3334,    3092,     197]
[     198,    3348,    3092,     198]
[     199,    3336,    3092,     199]
[     200,    3342,    3092,     200]
[     201,    3347,    3092,     201]
[     202,    3342,    3092,     202]
[     203,    3350,    3092,     203]
[     204,    3341,    3092,     204]
[     205,    3351,    3092,     205]
[     206,    3348,    3092,     206]
[     207,    3350,    3092,     207]
[     208,    3350,    3092,     208]
[     209,    3355,    3092,     209]
[     210,    3349,    3092,     210]
[     211,    3346,    3092,     211]
[     212,    3357,    3092,     212]
[     213,    3356,    3092,     213]
[     214,    3359,    3092,     214]
[     215,    3362,    3092,     215]
[     216,    3349,    3092,     216]
[     217,    3368,    3092,     217]
[     218,    3364,    3092,     218]
[     219,    3357,    3092,     219]
[     220,    3369,    3092,     220]
[     221,    3365,    3092,     221]
[     222,    3359,    3092,     222]
[     223,    3365,    3092,     223]
[     224,    3355,    3092,     224]
[     225,    3365,    3092,     225]
[     226,    3366,    3092,     226]
[     227,    3370,    3092,     227]
[     228,    3381,    3092,     228]
[     229,    3376,    3092,     229]
[     230,    3369,    3092,     230]
[     231,    3369,    3092,     231]
[     232,    3367,    3092,     232]
[     233,    3376,    3092,     233]
[     234,    3367,    3092,     234]
[     235,    3369,    3092,     235]
[     236,    3372,    3092,     236]
[     237,    3369,    3092,     237]
[     238,    3367,    3092,     238]
[     239,    3356,    3092,     239]
[     240,    3373,    3092,     240]
[     241,    3381,    3092,     241]
[     242,    3375,    3092,     242]
[     243,    3376,    3092,     243]
[     244,    3367,    3092,     244]
[     245,    3375,    3092,     245]
[     246,    3383,    3092,     246]
[     247,    3380,    3092,     247]
[     248,    3373,    3092,     248]
[     249,    3383,    3092,     249]
[     250,    3380,    3092,     250]
[     251,    3373,    3092,     251]
[     252,    3373,    3092,     252]
[     253,    3380,    3092,     253]
[     254,    3384,    3092,     254]
[     255,    3384,    3092,     255]
[     256,    3383,    3092,     256]
[     257,    3373,    3092,     257]
[     258,    3388,    3092,     258]
[     259,    3385,    3092,     259]
[     260,    3383,    3092,     260]
[     261,    3388,    3092,     261]
[     262,    3386,    3092,     262]
[     263,    3386,    3092,     263]
[     264,    3393,    3092,     264]
[     265,    3385,    3092,     265]
[     266,    3391,    3092,     266]
[     267,    3386,    3092,     267]
[     268,    3380,    3092,     268]
[     269,    3385,    3092,     269]
[     270,    3386,    3092,     270]
[     271,    3371,    3092,     271]
[     272,    3383,    3092,     272]
[     273,    3399,    3092,     273]
[     274,    3387,    3092,     274]
[     275,    3385,    3092,     275]
[     276,    3379,    3092,     276]
[     277,    3401,    3092,     277]
[     278,    3393,    3092,     278]
[     279,    3384,    3092,     279]
[     280,    3390,    3092,     280]
[     281,    3375,    3092,     281]
[     282,    3377,    3092,     282]
[     283,    3382,    3092,     283]
[     284,    3383,    3092,     284]
[     285,    3398,    3092,     285]
[     286,    3396,    3092,     286]
[     287,    3391,    3092,     287]
[     288,    3386,    3092,     288]
[     289,    3391,    3092,     289]
[     290,    3387,    3092,     290]
[     291,    3379,    3092,     291]
[     292,    3386,    3092,     292]
[     293,    3391,    3092,     293]
[     294,    3388,    3092,     294]
[     295,    3376,    3092,     295]
[     296,    3377,    3092,     296]
[     297,    3380,    3092,     297]
[     298,    3375,    3092,     298]
[     299,    3379,    3092,     299]
[     300,    3379,    3092,     300]
[     301,    3389,    3092,     301]
[     302,    3388,    3092,     302]
[     303,    3390,    3092,     303]
[     304,    3397,    3092,     304]
[     305,    3384,    3092,     305]
[     306,    3390,    3092,     306]
[     307,    3399,    3092,     307]
[     308,    3397,    3092,     308]
[     309,    3395,    3092,     309]
[     310,    3402,    3092,     310]
[     311,    3401,    3092,     311]
[     312,    3417,    3092,     312]
[     313,    3404,    3092,     313]
[     314,    3408,    3092,     314]
[     315,    3408,    3092,     315]
[     316,    3426,    3092,     316]
[     317,    3409,    3092,     317]
[     318,    3402,    3092,     318]
[     319,    3433,    3092,     319]
[     320,    3399,    3092,     320]
[     321,    3401,    3092,     321]
[     322,    3405,    3092,     322]
[     323,    3399,    3092,     323]
[     324,    3424,    3092,     324]
[     325,    3532,    3092,     325]
[     326,    3511,    3092,     326]
[     327,    3441,    3092,     327]
[     328,    3444,    3092,     328]
[     329,    3407,    3092,     329]
[     330,    3436,    3092,     330]
[     331,    3413,    3092,     331]
[     332,    3407,    3092,     332]
[     333,    3432,    3092,     333]
[     334,    3438,    3092,     334]
[     335,    3424,    3092,     335]
[     336,    3439,    3092,     336]
[     337,    3425,    3092,     337]
[     338,    3423,    3092,     338]
[     339,    3434,    3092,     339]
[     340,    3433,    3092,     340]
[     341,    3457,    3092,     341]
[     342,    3456,    3092,     342]
[     343,    3446,    3092,     343]
[     344,    3445,    3092,     344]
[     345,    3459,    3092,     345]
[     346,    3452,    3092,     346]
[     347,    3456,    3092,     347]
[     348,    3440,    3092,     348]
[     349,    3459,    3092,     349]
[     350,    3449,    3092,     350]
[     351,    3456,    3092,     351]
[     352,    3454,    3092,     352]
[     353,    3449,    3092,     353]
[     354,    3454,    3092,     354]
[     355,    3461,    3092,     355]
[     356,    3449,    3092,     356]
[     357,    3459,    3092,     357]
[     358,    3473,    3092,     358]
[     359,    3467,    3092,     359]
[     360,    3459,    3092,     360]
[     361,    3467,    3092,     361]
[     362,    3512,    3092,     362]
